Time and date,II,PLETH
12:12:45.438 07/10/1995,-0.072,-0.069
12:12:45.440 07/10/1995,-0.082,-0.099
12:12:45.442 07/10/1995,-0.091,-0.099
12:12:45.444 07/10/1995,-0.098,-0.099
12:12:45.446 07/10/1995,-0.106,-0.099
12:12:45.448 07/10/1995,-0.111,-0.121
12:12:45.450 07/10/1995,-0.117,-0.121
12:12:45.452 07/10/1995,-0.120,-0.121
12:12:45.454 07/10/1995,-0.124,-0.121
12:12:45.456 07/10/1995,-0.125,-0.142
12:12:45.458 07/10/1995,-0.126,-0.142
12:12:45.460 07/10/1995,-0.127,-0.142
12:12:45.462 07/10/1995,-0.129,-0.142
12:12:45.464 07/10/1995,-0.129,-0.165
12:12:45.466 07/10/1995,-0.129,-0.165
12:12:45.468 07/10/1995,-0.128,-0.165
12:12:45.470 07/10/1995,-0.127,-0.165
12:12:45.472 07/10/1995,-0.127,-0.181
12:12:45.474 07/10/1995,-0.126,-0.181
12:12:45.476 07/10/1995,-0.126,-0.181
12:12:45.478 07/10/1995,-0.126,-0.181
12:12:45.480 07/10/1995,-0.126,-0.197
12:12:45.482 07/10/1995,-0.126,-0.197
12:12:45.484 07/10/1995,-0.127,-0.197
12:12:45.486 07/10/1995,-0.129,-0.197
12:12:45.488 07/10/1995,-0.131,-0.213
12:12:45.490 07/10/1995,-0.134,-0.213
12:12:45.492 07/10/1995,-0.137,-0.213
12:12:45.494 07/10/1995,-0.140,-0.213
12:12:45.496 07/10/1995,-0.141,-0.232
12:12:45.498 07/10/1995,-0.141,-0.232
12:12:45.500 07/10/1995,-0.140,-0.232
12:12:45.502 07/10/1995,-0.138,-0.232
12:12:45.504 07/10/1995,-0.136,-0.249
12:12:45.506 07/10/1995,-0.133,-0.249
12:12:45.508 07/10/1995,-0.130,-0.249
12:12:45.510 07/10/1995,-0.126,-0.249
12:12:45.512 07/10/1995,-0.124,-0.264
12:12:45.514 07/10/1995,-0.122,-0.264
12:12:45.516 07/10/1995,-0.120,-0.264
12:12:45.518 07/10/1995,-0.118,-0.264
12:12:45.520 07/10/1995,-0.116,-0.281
12:12:45.522 07/10/1995,-0.114,-0.281
12:12:45.524 07/10/1995,-0.114,-0.281
12:12:45.526 07/10/1995,-0.114,-0.281
12:12:45.528 07/10/1995,-0.113,-0.293
12:12:45.530 07/10/1995,-0.112,-0.293
12:12:45.532 07/10/1995,-0.107,-0.293
12:12:45.534 07/10/1995,-0.102,-0.293
12:12:45.536 07/10/1995,-0.086,-0.307
12:12:45.538 07/10/1995,-0.071,-0.307
12:12:45.540 07/10/1995,-0.039,-0.307
12:12:45.542 07/10/1995,-0.008,-0.307
12:12:45.544 07/10/1995,0.048,-0.321
12:12:45.546 07/10/1995,0.104,-0.321
12:12:45.548 07/10/1995,0.181,-0.321
12:12:45.550 07/10/1995,0.258,-0.321
12:12:45.552 07/10/1995,0.345,-0.330
12:12:45.554 07/10/1995,0.432,-0.330
12:12:45.556 07/10/1995,0.504,-0.330
12:12:45.558 07/10/1995,0.577,-0.330
12:12:45.560 07/10/1995,0.614,-0.341
12:12:45.562 07/10/1995,0.651,-0.341
12:12:45.564 07/10/1995,0.641,-0.341
12:12:45.566 07/10/1995,0.632,-0.341
12:12:45.568 07/10/1995,0.584,-0.345
12:12:45.570 07/10/1995,0.536,-0.345
12:12:45.572 07/10/1995,0.470,-0.345
12:12:45.574 07/10/1995,0.404,-0.345
12:12:45.576 07/10/1995,0.342,-0.355
12:12:45.578 07/10/1995,0.281,-0.355
12:12:45.580 07/10/1995,0.237,-0.355
12:12:45.582 07/10/1995,0.193,-0.355
12:12:45.584 07/10/1995,0.173,-0.359
12:12:45.586 07/10/1995,0.152,-0.359
12:12:45.588 07/10/1995,0.150,-0.359
12:12:45.590 07/10/1995,0.148,-0.359
12:12:45.592 07/10/1995,0.154,-0.364
12:12:45.594 07/10/1995,0.160,-0.364
12:12:45.596 07/10/1995,0.167,-0.364
12:12:45.598 07/10/1995,0.174,-0.364
12:12:45.600 07/10/1995,0.179,-0.368
12:12:45.602 07/10/1995,0.185,-0.368
12:12:45.604 07/10/1995,0.188,-0.368
12:12:45.606 07/10/1995,0.192,-0.368
12:12:45.608 07/10/1995,0.200,-0.373
12:12:45.610 07/10/1995,0.207,-0.373
12:12:45.612 07/10/1995,0.219,-0.373
12:12:45.614 07/10/1995,0.231,-0.373
12:12:45.616 07/10/1995,0.240,-0.378
12:12:45.618 07/10/1995,0.248,-0.378
12:12:45.620 07/10/1995,0.246,-0.378
12:12:45.622 07/10/1995,0.244,-0.378
12:12:45.624 07/10/1995,0.228,-0.378
12:12:45.626 07/10/1995,0.212,-0.378
12:12:45.628 07/10/1995,0.184,-0.378
12:12:45.630 07/10/1995,0.157,-0.378
12:12:45.632 07/10/1995,0.126,-0.385
12:12:45.634 07/10/1995,0.095,-0.385
12:12:45.636 07/10/1995,0.068,-0.385
12:12:45.638 07/10/1995,0.041,-0.385
12:12:45.640 07/10/1995,0.023,-0.392
12:12:45.642 07/10/1995,0.004,-0.392
12:12:45.644 07/10/1995,-0.009,-0.392
12:12:45.646 07/10/1995,-0.023,-0.392
12:12:45.648 07/10/1995,-0.032,-0.396
12:12:45.650 07/10/1995,-0.041,-0.396
12:12:45.652 07/10/1995,-0.046,-0.396
12:12:45.654 07/10/1995,-0.051,-0.396
12:12:45.656 07/10/1995,-0.053,-0.401
12:12:45.658 07/10/1995,-0.055,-0.401
12:12:45.660 07/10/1995,-0.056,-0.401
12:12:45.662 07/10/1995,-0.057,-0.401
12:12:45.664 07/10/1995,-0.059,-0.417
12:12:45.666 07/10/1995,-0.060,-0.417
12:12:45.668 07/10/1995,-0.063,-0.417
12:12:45.670 07/10/1995,-0.065,-0.417
12:12:45.672 07/10/1995,-0.067,-0.424
12:12:45.674 07/10/1995,-0.069,-0.424
12:12:45.676 07/10/1995,-0.072,-0.424
12:12:45.678 07/10/1995,-0.076,-0.424
12:12:45.680 07/10/1995,-0.078,-0.431
12:12:45.682 07/10/1995,-0.080,-0.431
12:12:45.684 07/10/1995,-0.082,-0.431
12:12:45.686 07/10/1995,-0.083,-0.431
12:12:45.688 07/10/1995,-0.084,-0.438
12:12:45.690 07/10/1995,-0.084,-0.438
12:12:45.692 07/10/1995,-0.083,-0.438
12:12:45.694 07/10/1995,-0.082,-0.438
12:12:45.696 07/10/1995,-0.080,-0.447
12:12:45.698 07/10/1995,-0.079,-0.447
12:12:45.700 07/10/1995,-0.077,-0.447
12:12:45.702 07/10/1995,-0.076,-0.447
12:12:45.704 07/10/1995,-0.075,-0.452
12:12:45.706 07/10/1995,-0.075,-0.452
12:12:45.708 07/10/1995,-0.075,-0.452
12:12:45.710 07/10/1995,-0.076,-0.452
12:12:45.712 07/10/1995,-0.075,-0.463
12:12:45.714 07/10/1995,-0.073,-0.463
12:12:45.716 07/10/1995,-0.070,-0.463
12:12:45.718 07/10/1995,-0.067,-0.463
12:12:45.720 07/10/1995,-0.062,-0.470
12:12:45.722 07/10/1995,-0.057,-0.470
12:12:45.724 07/10/1995,-0.053,-0.470
12:12:45.726 07/10/1995,-0.050,-0.470
12:12:45.728 07/10/1995,-0.046,-0.479
12:12:45.730 07/10/1995,-0.042,-0.479
12:12:45.732 07/10/1995,-0.039,-0.479
12:12:45.734 07/10/1995,-0.036,-0.479
12:12:45.736 07/10/1995,-0.033,-0.488
12:12:45.738 07/10/1995,-0.030,-0.488
12:12:45.740 07/10/1995,-0.026,-0.488
12:12:45.742 07/10/1995,-0.023,-0.488
12:12:45.744 07/10/1995,-0.018,-0.498
12:12:45.746 07/10/1995,-0.014,-0.498
12:12:45.748 07/10/1995,-0.010,-0.498
12:12:45.750 07/10/1995,-0.005,-0.498
12:12:45.752 07/10/1995,-0.001,-0.504
12:12:45.754 07/10/1995,0.004,-0.504
12:12:45.756 07/10/1995,0.010,-0.504
12:12:45.758 07/10/1995,0.015,-0.504
12:12:45.760 07/10/1995,0.019,-0.516
12:12:45.762 07/10/1995,0.024,-0.516
12:12:45.764 07/10/1995,0.027,-0.516
12:12:45.766 07/10/1995,0.030,-0.516
12:12:45.768 07/10/1995,0.032,-0.523
12:12:45.770 07/10/1995,0.035,-0.523
12:12:45.772 07/10/1995,0.035,-0.523
12:12:45.774 07/10/1995,0.036,-0.523
12:12:45.776 07/10/1995,0.036,-0.537
12:12:45.778 07/10/1995,0.036,-0.537
12:12:45.780 07/10/1995,0.035,-0.537
12:12:45.782 07/10/1995,0.035,-0.537
12:12:45.784 07/10/1995,0.034,-0.546
12:12:45.786 07/10/1995,0.033,-0.546
12:12:45.788 07/10/1995,0.032,-0.546
12:12:45.790 07/10/1995,0.031,-0.546
12:12:45.792 07/10/1995,0.029,-0.555
12:12:45.794 07/10/1995,0.027,-0.555
12:12:45.796 07/10/1995,0.024,-0.555
12:12:45.798 07/10/1995,0.021,-0.555
12:12:45.800 07/10/1995,0.015,-0.562
12:12:45.802 07/10/1995,0.010,-0.562
12:12:45.804 07/10/1995,0.002,-0.562
12:12:45.806 07/10/1995,-0.005,-0.562
12:12:45.808 07/10/1995,-0.015,-0.567
12:12:45.810 07/10/1995,-0.024,-0.567
12:12:45.812 07/10/1995,-0.035,-0.567
12:12:45.814 07/10/1995,-0.045,-0.567
12:12:45.816 07/10/1995,-0.057,-0.562
12:12:45.818 07/10/1995,-0.068,-0.562
12:12:45.820 07/10/1995,-0.079,-0.562
12:12:45.822 07/10/1995,-0.090,-0.562
12:12:45.824 07/10/1995,-0.100,-0.551
12:12:45.826 07/10/1995,-0.111,-0.551
12:12:45.828 07/10/1995,-0.121,-0.551
12:12:45.830 07/10/1995,-0.132,-0.551
12:12:45.832 07/10/1995,-0.141,-0.528
12:12:45.834 07/10/1995,-0.150,-0.528
12:12:45.836 07/10/1995,-0.157,-0.528
12:12:45.838 07/10/1995,-0.164,-0.528
12:12:45.840 07/10/1995,-0.168,-0.488
12:12:45.842 07/10/1995,-0.173,-0.488
12:12:45.844 07/10/1995,-0.175,-0.488
12:12:45.846 07/10/1995,-0.177,-0.488
12:12:45.848 07/10/1995,-0.178,-0.431
12:12:45.850 07/10/1995,-0.178,-0.431
12:12:45.852 07/10/1995,-0.178,-0.431
12:12:45.854 07/10/1995,-0.177,-0.431
12:12:45.856 07/10/1995,-0.175,-0.362
12:12:45.858 07/10/1995,-0.174,-0.362
12:12:45.860 07/10/1995,-0.172,-0.362
12:12:45.862 07/10/1995,-0.170,-0.362
12:12:45.864 07/10/1995,-0.167,-0.277
12:12:45.866 07/10/1995,-0.164,-0.277
12:12:45.868 07/10/1995,-0.160,-0.277
12:12:45.870 07/10/1995,-0.157,-0.277
12:12:45.872 07/10/1995,-0.152,-0.179
12:12:45.874 07/10/1995,-0.147,-0.179
12:12:45.876 07/10/1995,-0.141,-0.179
12:12:45.878 07/10/1995,-0.135,-0.179
12:12:45.880 07/10/1995,-0.128,-0.076
12:12:45.882 07/10/1995,-0.121,-0.076
12:12:45.884 07/10/1995,-0.114,-0.076
12:12:45.886 07/10/1995,-0.108,-0.076
12:12:45.888 07/10/1995,-0.103,0.025
12:12:45.890 07/10/1995,-0.098,0.025
12:12:45.892 07/10/1995,-0.096,0.025
12:12:45.894 07/10/1995,-0.093,0.025
12:12:45.896 07/10/1995,-0.092,0.124
12:12:45.898 07/10/1995,-0.092,0.124
12:12:45.900 07/10/1995,-0.091,0.124
12:12:45.902 07/10/1995,-0.091,0.124
12:12:45.904 07/10/1995,-0.090,0.212
12:12:45.906 07/10/1995,-0.090,0.212
12:12:45.908 07/10/1995,-0.087,0.212
12:12:45.910 07/10/1995,-0.085,0.212
12:12:45.912 07/10/1995,-0.082,0.286
12:12:45.914 07/10/1995,-0.078,0.286
12:12:45.916 07/10/1995,-0.075,0.286
12:12:45.918 07/10/1995,-0.071,0.286
12:12:45.920 07/10/1995,-0.069,0.341
12:12:45.922 07/10/1995,-0.067,0.341
12:12:45.924 07/10/1995,-0.067,0.341
12:12:45.926 07/10/1995,-0.067,0.341
12:12:45.928 07/10/1995,-0.067,0.378
12:12:45.930 07/10/1995,-0.068,0.378
12:12:45.932 07/10/1995,-0.067,0.378
12:12:45.934 07/10/1995,-0.067,0.378
12:12:45.936 07/10/1995,-0.065,0.394
12:12:45.938 07/10/1995,-0.064,0.394
12:12:45.940 07/10/1995,-0.062,0.394
12:12:45.942 07/10/1995,-0.059,0.394
12:12:45.944 07/10/1995,-0.059,0.394
12:12:45.946 07/10/1995,-0.059,0.394
12:12:45.948 07/10/1995,-0.059,0.394
12:12:45.950 07/10/1995,-0.059,0.394
12:12:45.952 07/10/1995,-0.059,0.376
12:12:45.954 07/10/1995,-0.058,0.376
12:12:45.956 07/10/1995,-0.055,0.376
12:12:45.958 07/10/1995,-0.052,0.376
12:12:45.960 07/10/1995,-0.044,0.348
12:12:45.962 07/10/1995,-0.037,0.348
12:12:45.964 07/10/1995,-0.026,0.348
12:12:45.966 07/10/1995,-0.016,0.348
12:12:45.968 07/10/1995,-0.006,0.311
12:12:45.970 07/10/1995,0.004,0.311
12:12:45.972 07/10/1995,0.013,0.311
12:12:45.974 07/10/1995,0.022,0.311
12:12:45.976 07/10/1995,0.029,0.268
12:12:45.978 07/10/1995,0.036,0.268
12:12:45.980 07/10/1995,0.042,0.268
12:12:45.982 07/10/1995,0.048,0.268
12:12:45.984 07/10/1995,0.052,0.214
12:12:45.986 07/10/1995,0.056,0.214
12:12:45.988 07/10/1995,0.063,0.214
12:12:45.990 07/10/1995,0.069,0.214
12:12:45.992 07/10/1995,0.078,0.164
12:12:45.994 07/10/1995,0.086,0.164
12:12:45.996 07/10/1995,0.092,0.164
12:12:45.998 07/10/1995,0.098,0.164
12:12:46.000 07/10/1995,0.098,0.108
12:12:46.002 07/10/1995,0.097,0.108
12:12:46.004 07/10/1995,0.089,0.108
12:12:46.006 07/10/1995,0.081,0.108
12:12:46.008 07/10/1995,0.068,0.058
12:12:46.010 07/10/1995,0.055,0.058
12:12:46.012 07/10/1995,0.043,0.058
12:12:46.014 07/10/1995,0.031,0.058
12:12:46.016 07/10/1995,0.024,0.011
12:12:46.018 07/10/1995,0.017,0.011
12:12:46.020 07/10/1995,0.013,0.011
12:12:46.022 07/10/1995,0.010,0.011
12:12:46.024 07/10/1995,0.006,-0.035
12:12:46.026 07/10/1995,0.002,-0.035
12:12:46.028 07/10/1995,-0.006,-0.035
12:12:46.030 07/10/1995,-0.015,-0.035
12:12:46.032 07/10/1995,-0.028,-0.073
12:12:46.034 07/10/1995,-0.040,-0.073
12:12:46.036 07/10/1995,-0.055,-0.073
12:12:46.038 07/10/1995,-0.070,-0.073
12:12:46.040 07/10/1995,-0.086,-0.108
12:12:46.042 07/10/1995,-0.103,-0.108
12:12:46.044 07/10/1995,-0.118,-0.108
12:12:46.046 07/10/1995,-0.133,-0.108
12:12:46.048 07/10/1995,-0.146,-0.136
12:12:46.050 07/10/1995,-0.159,-0.136
12:12:46.052 07/10/1995,-0.168,-0.136
12:12:46.054 07/10/1995,-0.177,-0.136
12:12:46.056 07/10/1995,-0.183,-0.162
12:12:46.058 07/10/1995,-0.188,-0.162
12:12:46.060 07/10/1995,-0.188,-0.162
12:12:46.062 07/10/1995,-0.189,-0.162
12:12:46.064 07/10/1995,-0.187,-0.184
12:12:46.066 07/10/1995,-0.186,-0.184
12:12:46.068 07/10/1995,-0.184,-0.184
12:12:46.070 07/10/1995,-0.183,-0.184
12:12:46.072 07/10/1995,-0.182,-0.205
12:12:46.074 07/10/1995,-0.181,-0.205
12:12:46.076 07/10/1995,-0.182,-0.205
12:12:46.078 07/10/1995,-0.183,-0.205
12:12:46.080 07/10/1995,-0.184,-0.221
12:12:46.082 07/10/1995,-0.185,-0.221
12:12:46.084 07/10/1995,-0.185,-0.221
12:12:46.086 07/10/1995,-0.186,-0.221
12:12:46.088 07/10/1995,-0.186,-0.239
12:12:46.090 07/10/1995,-0.187,-0.239
12:12:46.092 07/10/1995,-0.187,-0.239
12:12:46.094 07/10/1995,-0.187,-0.239
12:12:46.096 07/10/1995,-0.188,-0.251
12:12:46.098 07/10/1995,-0.190,-0.251
12:12:46.100 07/10/1995,-0.192,-0.251
12:12:46.102 07/10/1995,-0.193,-0.251
12:12:46.104 07/10/1995,-0.194,-0.270
12:12:46.106 07/10/1995,-0.194,-0.270
12:12:46.108 07/10/1995,-0.195,-0.270
12:12:46.110 07/10/1995,-0.195,-0.270
12:12:46.112 07/10/1995,-0.195,-0.281
12:12:46.114 07/10/1995,-0.195,-0.281
12:12:46.116 07/10/1995,-0.195,-0.281
12:12:46.118 07/10/1995,-0.194,-0.281
12:12:46.120 07/10/1995,-0.194,-0.299
12:12:46.122 07/10/1995,-0.193,-0.299
12:12:46.124 07/10/1995,-0.193,-0.299
12:12:46.126 07/10/1995,-0.192,-0.299
12:12:46.128 07/10/1995,-0.191,-0.314
12:12:46.130 07/10/1995,-0.190,-0.314
12:12:46.132 07/10/1995,-0.188,-0.314
12:12:46.134 07/10/1995,-0.186,-0.314
12:12:46.136 07/10/1995,-0.183,-0.327
12:12:46.138 07/10/1995,-0.180,-0.327
12:12:46.140 07/10/1995,-0.177,-0.327
12:12:46.142 07/10/1995,-0.173,-0.327
12:12:46.144 07/10/1995,-0.161,-0.341
12:12:46.146 07/10/1995,-0.149,-0.341
12:12:46.148 07/10/1995,-0.121,-0.341
12:12:46.150 07/10/1995,-0.093,-0.341
12:12:46.152 07/10/1995,-0.045,-0.352
12:12:46.154 07/10/1995,0.003,-0.352
12:12:46.156 07/10/1995,0.070,-0.352
12:12:46.158 07/10/1995,0.136,-0.352
12:12:46.160 07/10/1995,0.210,-0.364
12:12:46.162 07/10/1995,0.283,-0.364
12:12:46.164 07/10/1995,0.343,-0.364
12:12:46.166 07/10/1995,0.403,-0.364
12:12:46.168 07/10/1995,0.433,-0.376
12:12:46.170 07/10/1995,0.462,-0.376
12:12:46.172 07/10/1995,0.455,-0.376
12:12:46.174 07/10/1995,0.447,-0.376
12:12:46.176 07/10/1995,0.408,-0.340
12:12:46.178 07/10/1995,0.369,-0.340
12:12:46.180 07/10/1995,0.314,-0.340
12:12:46.182 07/10/1995,0.259,-0.340
12:12:46.184 07/10/1995,0.208,-0.349
12:12:46.186 07/10/1995,0.158,-0.349
12:12:46.188 07/10/1995,0.125,-0.349
12:12:46.190 07/10/1995,0.093,-0.349
12:12:46.192 07/10/1995,0.081,-0.356
12:12:46.194 07/10/1995,0.069,-0.356
12:12:46.196 07/10/1995,0.075,-0.356
12:12:46.198 07/10/1995,0.080,-0.356
12:12:46.200 07/10/1995,0.093,-0.360
12:12:46.202 07/10/1995,0.106,-0.360
12:12:46.204 07/10/1995,0.115,-0.360
12:12:46.206 07/10/1995,0.124,-0.360
12:12:46.208 07/10/1995,0.126,-0.365
12:12:46.210 07/10/1995,0.127,-0.365
12:12:46.212 07/10/1995,0.123,-0.365
12:12:46.214 07/10/1995,0.119,-0.365
12:12:46.216 07/10/1995,0.114,-0.372
12:12:46.218 07/10/1995,0.110,-0.372
12:12:46.220 07/10/1995,0.111,-0.372
12:12:46.222 07/10/1995,0.112,-0.372
12:12:46.224 07/10/1995,0.116,-0.374
12:12:46.226 07/10/1995,0.120,-0.374
12:12:46.228 07/10/1995,0.119,-0.374
12:12:46.230 07/10/1995,0.119,-0.374
12:12:46.232 07/10/1995,0.106,-0.379
12:12:46.234 07/10/1995,0.093,-0.379
12:12:46.236 07/10/1995,0.070,-0.379
12:12:46.238 07/10/1995,0.046,-0.379
12:12:46.240 07/10/1995,0.020,-0.384
12:12:46.242 07/10/1995,-0.006,-0.384
12:12:46.244 07/10/1995,-0.029,-0.384
12:12:46.246 07/10/1995,-0.052,-0.384
12:12:46.248 07/10/1995,-0.070,-0.386
12:12:46.250 07/10/1995,-0.087,-0.386
12:12:46.252 07/10/1995,-0.100,-0.386
12:12:46.254 07/10/1995,-0.112,-0.386
12:12:46.256 07/10/1995,-0.121,-0.393
12:12:46.258 07/10/1995,-0.130,-0.393
12:12:46.260 07/10/1995,-0.134,-0.393
12:12:46.262 07/10/1995,-0.138,-0.393
12:12:46.264 07/10/1995,-0.139,-0.398
12:12:46.266 07/10/1995,-0.139,-0.398
12:12:46.268 07/10/1995,-0.138,-0.398
12:12:46.270 07/10/1995,-0.137,-0.398
12:12:46.272 07/10/1995,-0.136,-0.405
12:12:46.274 07/10/1995,-0.134,-0.405
12:12:46.276 07/10/1995,-0.132,-0.405
12:12:46.278 07/10/1995,-0.130,-0.405
12:12:46.280 07/10/1995,-0.125,-0.411
12:12:46.282 07/10/1995,-0.121,-0.411
12:12:46.284 07/10/1995,-0.117,-0.411
12:12:46.286 07/10/1995,-0.112,-0.411
12:12:46.288 07/10/1995,-0.109,-0.416
12:12:46.290 07/10/1995,-0.105,-0.416
12:12:46.292 07/10/1995,-0.102,-0.416
12:12:46.294 07/10/1995,-0.099,-0.416
12:12:46.296 07/10/1995,-0.099,-0.425
12:12:46.298 07/10/1995,-0.099,-0.425
12:12:46.300 07/10/1995,-0.102,-0.425
12:12:46.302 07/10/1995,-0.104,-0.425
12:12:46.304 07/10/1995,-0.106,-0.432
12:12:46.306 07/10/1995,-0.109,-0.432
12:12:46.308 07/10/1995,-0.112,-0.432
12:12:46.310 07/10/1995,-0.116,-0.432
12:12:46.312 07/10/1995,-0.119,-0.444
12:12:46.314 07/10/1995,-0.123,-0.444
12:12:46.316 07/10/1995,-0.125,-0.444
12:12:46.318 07/10/1995,-0.127,-0.444
12:12:46.320 07/10/1995,-0.126,-0.453
12:12:46.322 07/10/1995,-0.125,-0.453
12:12:46.324 07/10/1995,-0.121,-0.453
12:12:46.326 07/10/1995,-0.118,-0.453
12:12:46.328 07/10/1995,-0.113,-0.463
12:12:46.330 07/10/1995,-0.109,-0.463
12:12:46.332 07/10/1995,-0.105,-0.463
12:12:46.334 07/10/1995,-0.102,-0.463
12:12:46.336 07/10/1995,-0.097,-0.474
12:12:46.338 07/10/1995,-0.092,-0.474
12:12:46.340 07/10/1995,-0.087,-0.474
12:12:46.342 07/10/1995,-0.082,-0.474
12:12:46.344 07/10/1995,-0.078,-0.485
12:12:46.346 07/10/1995,-0.073,-0.485
12:12:46.348 07/10/1995,-0.070,-0.485
12:12:46.350 07/10/1995,-0.066,-0.485
12:12:46.352 07/10/1995,-0.062,-0.497
12:12:46.354 07/10/1995,-0.057,-0.497
12:12:46.356 07/10/1995,-0.055,-0.497
12:12:46.358 07/10/1995,-0.052,-0.497
12:12:46.360 07/10/1995,-0.052,-0.508
12:12:46.362 07/10/1995,-0.052,-0.508
12:12:46.364 07/10/1995,-0.053,-0.508
12:12:46.366 07/10/1995,-0.055,-0.508
12:12:46.368 07/10/1995,-0.056,-0.520
12:12:46.370 07/10/1995,-0.056,-0.520
12:12:46.372 07/10/1995,-0.056,-0.520
12:12:46.374 07/10/1995,-0.056,-0.520
12:12:46.376 07/10/1995,-0.056,-0.532
12:12:46.378 07/10/1995,-0.055,-0.532
12:12:46.380 07/10/1995,-0.055,-0.532
12:12:46.382 07/10/1995,-0.055,-0.532
12:12:46.384 07/10/1995,-0.056,-0.543
12:12:46.386 07/10/1995,-0.056,-0.543
12:12:46.388 07/10/1995,-0.056,-0.543
12:12:46.390 07/10/1995,-0.055,-0.543
12:12:46.392 07/10/1995,-0.052,-0.552
12:12:46.394 07/10/1995,-0.050,-0.552
12:12:46.396 07/10/1995,-0.046,-0.552
12:12:46.398 07/10/1995,-0.043,-0.552
12:12:46.400 07/10/1995,-0.042,-0.562
12:12:46.402 07/10/1995,-0.040,-0.562
12:12:46.404 07/10/1995,-0.040,-0.562
12:12:46.406 07/10/1995,-0.041,-0.562
12:12:46.408 07/10/1995,-0.045,-0.571
12:12:46.410 07/10/1995,-0.049,-0.571
12:12:46.412 07/10/1995,-0.053,-0.571
12:12:46.414 07/10/1995,-0.058,-0.571
12:12:46.416 07/10/1995,-0.065,-0.576
12:12:46.418 07/10/1995,-0.071,-0.576
12:12:46.420 07/10/1995,-0.080,-0.576
12:12:46.422 07/10/1995,-0.089,-0.576
12:12:46.424 07/10/1995,-0.100,-0.576
12:12:46.426 07/10/1995,-0.112,-0.576
12:12:46.428 07/10/1995,-0.126,-0.576
12:12:46.430 07/10/1995,-0.139,-0.576
12:12:46.432 07/10/1995,-0.151,-0.567
12:12:46.434 07/10/1995,-0.163,-0.567
12:12:46.436 07/10/1995,-0.172,-0.567
12:12:46.438 07/10/1995,-0.181,-0.567
12:12:46.440 07/10/1995,-0.190,-0.550
12:12:46.442 07/10/1995,-0.198,-0.550
12:12:46.444 07/10/1995,-0.203,-0.550
12:12:46.446 07/10/1995,-0.208,-0.550
12:12:46.448 07/10/1995,-0.213,-0.518
12:12:46.450 07/10/1995,-0.217,-0.518
12:12:46.452 07/10/1995,-0.218,-0.518
12:12:46.454 07/10/1995,-0.218,-0.518
12:12:46.456 07/10/1995,-0.215,-0.467
12:12:46.458 07/10/1995,-0.212,-0.467
12:12:46.460 07/10/1995,-0.208,-0.467
12:12:46.462 07/10/1995,-0.204,-0.467
12:12:46.464 07/10/1995,-0.200,-0.403
12:12:46.466 07/10/1995,-0.195,-0.403
12:12:46.468 07/10/1995,-0.192,-0.403
12:12:46.470 07/10/1995,-0.188,-0.403
12:12:46.472 07/10/1995,-0.184,-0.322
12:12:46.474 07/10/1995,-0.179,-0.322
12:12:46.476 07/10/1995,-0.174,-0.322
12:12:46.478 07/10/1995,-0.168,-0.322
12:12:46.480 07/10/1995,-0.162,-0.227
12:12:46.482 07/10/1995,-0.156,-0.227
12:12:46.484 07/10/1995,-0.149,-0.227
12:12:46.486 07/10/1995,-0.143,-0.227
12:12:46.488 07/10/1995,-0.136,-0.116
12:12:46.490 07/10/1995,-0.129,-0.116
12:12:46.492 07/10/1995,-0.122,-0.116
12:12:46.494 07/10/1995,-0.116,-0.116
12:12:46.496 07/10/1995,-0.110,-0.004
12:12:46.498 07/10/1995,-0.105,-0.004
12:12:46.500 07/10/1995,-0.099,-0.004
12:12:46.502 07/10/1995,-0.094,-0.004
12:12:46.504 07/10/1995,-0.090,0.106
12:12:46.506 07/10/1995,-0.085,0.106
12:12:46.508 07/10/1995,-0.084,0.106
12:12:46.510 07/10/1995,-0.082,0.106
12:12:46.512 07/10/1995,-0.080,0.215
12:12:46.514 07/10/1995,-0.078,0.215
12:12:46.516 07/10/1995,-0.075,0.215
12:12:46.518 07/10/1995,-0.071,0.215
12:12:46.520 07/10/1995,-0.069,0.312
12:12:46.522 07/10/1995,-0.066,0.312
12:12:46.524 07/10/1995,-0.064,0.312
12:12:46.526 07/10/1995,-0.063,0.312
12:12:46.528 07/10/1995,-0.060,0.391
12:12:46.530 07/10/1995,-0.058,0.391
12:12:46.532 07/10/1995,-0.057,0.391
12:12:46.534 07/10/1995,-0.055,0.391
12:12:46.536 07/10/1995,-0.052,0.456
12:12:46.538 07/10/1995,-0.050,0.456
12:12:46.540 07/10/1995,-0.046,0.456
12:12:46.542 07/10/1995,-0.043,0.456
12:12:46.544 07/10/1995,-0.040,0.499
12:12:46.546 07/10/1995,-0.038,0.499
12:12:46.548 07/10/1995,-0.035,0.499
12:12:46.550 07/10/1995,-0.031,0.499
12:12:46.552 07/10/1995,-0.029,0.527
12:12:46.554 07/10/1995,-0.026,0.527
12:12:46.556 07/10/1995,-0.022,0.527
12:12:46.558 07/10/1995,-0.018,0.527
12:12:46.560 07/10/1995,-0.013,0.536
12:12:46.562 07/10/1995,-0.008,0.536
12:12:46.564 07/10/1995,0.000,0.536
12:12:46.566 07/10/1995,0.008,0.536
12:12:46.568 07/10/1995,0.017,0.532
12:12:46.570 07/10/1995,0.027,0.532
12:12:46.572 07/10/1995,0.037,0.532
12:12:46.574 07/10/1995,0.048,0.532
